company_id,contract_months,monthly_fee,active_users_ratio,login_freq_per_week,feature_usage_score,support_tickets_90d,nps_score,payment_delays_count,churned
C-3773,29,29142,0.74,12.4,0.6,17,6,0,0
C-3774,14,22290,0.53,13.7,0.9,5,2,0,0
C-3775,20,76035,0.63,5.8,0.13,14,5,1,0
C-3776,33,5364,0.99,12.5,0.92,6,3,4,0
C-3777,15,61921,0.64,7.4,0.35,4,5,4,0
C-3778,12,24797,0.81,10.2,0.43,4,6,3,0
C-3779,20,37535,0.75,1.1,0.36,6,7,3,1
C-3780,30,51300,0.73,8.0,0.41,11,5,4,0
C-3781,3,52176,0.74,1.4,0.26,7,3,2,1
C-3782,28,21105,0.51,4.1,0.7,17,8,4,0
C-3783,26,12939,0.53,8.2,0.76,17,6,2,0
C-3784,30,84472,0.52,11.4,0.82,16,8,3,0
C-3785,13,47029,0.13,8.1,0.34,10,2,4,1
C-3786,13,20863,0.32,13.1,0.76,14,4,2,0
C-3787,2,83097,0.24,11.4,0.64,19,0,1,1
C-3788,2,15447,0.9,2.6,0.96,5,10,1,0
C-3789,26,51940,0.35,5.8,0.42,11,7,4,0
C-3790,11,82947,0.22,9.5,0.99,6,0,0,1
C-3791,8,90001,0.21,13.2,0.74,7,0,4,1
C-3792,22,24642,0.73,13.8,0.78,3,6,3,0
C-3793,20,72643,0.11,10.8,0.03,2,10,3,1
C-3794,8,12928,0.52,8.2,0.5,2,7,1,0
C-3795,29,53002,0.21,10.7,0.53,9,2,2,1
C-3796,26,89853,0.86,4.2,0.04,14,1,1,0
C-3797,30,30017,0.96,4.3,0.31,12,6,2,0
C-3798,17,84064,0.96,9.3,0.96,18,9,4,1
C-3799,20,18313,0.5,12.3,0.43,7,4,0,0
C-3800,16,6559,0.68,13.6,0.19,17,0,3,1
C-3801,7,55893,0.64,5.1,0.51,4,1,4,0
C-3802,16,20167,0.42,11.3,0.03,6,2,1,0
C-3803,27,85879,0.5,12.0,0.52,4,5,4,0
C-3804,23,43598,0.16,8.9,0.59,18,0,0,1
C-3805,24,12523,0.82,5.2,0.36,16,7,2,1
C-3806,9,54777,0.32,8.9,0.76,18,1,0,0
C-3807,35,33439,0.51,8.4,0.14,3,4,1,0
C-3808,20,86060,0.53,8.7,0.88,6,7,0,0
C-3809,17,18285,0.6,8.9,0.96,5,4,3,0
C-3810,31,15973,0.84,11.9,0.0,13,7,0,0
C-3811,8,27694,0.72,2.8,0.84,18,5,4,0
C-3812,15,40774,0.7,5.5,0.51,19,6,2,0
C-3813,31,9302,0.57,8.4,0.46,10,7,3,0
C-3814,30,27391,0.19,4.3,0.24,6,2,3,0
C-3815,20,9611,0.46,13.7,0.45,2,4,3,0
C-3816,12,14372,0.96,4.1,0.95,19,9,1,1
C-3817,17,29312,1.0,6.8,0.21,16,6,1,0
C-3818,30,19080,0.76,12.3,0.18,10,8,4,1
C-3819,29,85618,0.3,1.6,0.24,14,5,2,1
C-3820,19,25874,0.19,11.6,0.55,6,9,0,0
C-3821,11,67537,0.47,8.2,0.93,14,0,4,1
C-3822,34,78914,0.87,0.9,0.57,16,10,1,1
C-3823,7,6597,0.75,12.7,0.24,10,7,4,1
C-3824,34,16600,0.9,1.0,0.44,11,5,2,1
C-3825,20,8747,0.65,7.5,0.39,12,0,4,1
C-3826,24,84415,0.22,1.2,0.05,10,3,3,1
C-3827,10,83553,0.2,1.5,0.51,10,5,0,1
C-3828,32,29815,0.14,12.5,0.13,8,9,1,1
C-3829,15,89500,0.61,10.8,0.84,10,0,1,0
C-3830,20,99348,0.32,3.2,0.55,3,9,2,0
C-3831,3,29714,0.76,8.9,0.84,1,4,2,0
C-3832,8,23890,0.72,11.2,0.96,3,2,2,0
C-3833,23,66509,0.39,12.5,0.94,13,6,1,0
C-3834,11,66824,0.26,6.8,0.1,4,7,3,1
C-3835,8,9725,0.19,12.6,0.94,16,2,0,1
C-3836,29,48205,0.76,7.4,0.8,11,9,2,1
C-3837,30,25684,0.51,9.8,0.78,5,2,1,0
C-3838,10,96861,0.39,13.7,0.09,11,10,3,1
C-3839,28,62911,0.87,3.7,0.18,14,2,2,1
C-3840,13,18092,0.63,2.8,0.98,18,10,2,0
C-3841,32,44770,0.57,5.1,0.21,9,5,0,0
C-3842,26,30457,0.77,2.7,0.17,1,5,0,0
C-3843,22,76667,0.83,4.3,0.36,11,2,4,0
C-3844,4,95751,0.72,10.5,0.91,11,5,2,0
C-3845,31,67894,0.5,6.9,0.48,6,8,4,0
C-3846,18,66305,0.44,5.6,0.92,0,10,1,0
C-3847,24,17612,0.79,5.5,0.33,17,7,0,0
C-3848,23,83627,0.57,3.1,0.23,2,10,3,0
C-3849,22,42089,0.73,6.5,0.5,19,6,2,0
C-3850,2,57137,0.9,8.9,0.62,4,6,2,0
C-3851,31,5559,0.92,2.4,0.39,19,7,4,1
C-3852,11,71249,0.35,13.6,0.35,14,6,0,0
C-3853,28,42361,0.27,6.5,0.22,9,2,4,1
C-3854,32,85720,0.34,13.3,0.28,18,7,2,1
C-3855,5,20261,0.78,2.3,0.67,0,7,0,0
C-3856,10,25372,0.43,10.9,0.37,6,0,2,1
C-3857,24,60355,0.26,8.8,0.08,17,9,0,0
C-3858,35,62920,0.19,11.6,0.14,1,4,2,1
C-3859,23,37544,0.39,8.6,0.37,18,4,3,0
C-3860,17,5037,0.22,13.5,0.92,9,0,4,0
C-3861,1,48032,0.24,9.0,0.38,14,5,0,0
C-3862,31,83233,0.72,11.1,0.06,9,5,4,0
C-3863,31,46420,0.12,12.3,0.42,9,3,0,0
C-3864,34,96552,0.21,10.1,0.67,11,5,0,1
C-3865,9,39600,0.86,7.6,0.59,7,5,0,0
C-3866,22,53285,0.86,4.2,0.28,13,0,2,1
C-3867,13,67008,0.4,12.0,0.69,1,4,1,0
C-3868,25,94520,0.18,7.0,0.63,16,1,2,1
C-3869,18,10167,0.73,8.9,0.17,5,6,1,0
C-3870,12,5432,0.42,1.6,0.16,7,8,2,1
C-3871,17,74687,0.14,7.2,0.55,0,8,1,1
C-3872,15,76947,0.24,9.9,0.66,2,10,0,1
C-3873,15,55903,0.22,8.4,0.96,14,8,0,1
C-3874,15,97159,0.63,6.6,0.42,16,10,1,0
C-3875,13,59149,0.91,3.5,0.76,6,6,1,0
C-3876,17,92640,0.81,4.7,0.12,13,6,4,0
C-3877,32,61768,0.59,10.0,0.89,2,0,0,0
C-3878,9,65184,0.48,3.5,0.63,17,10,2,0
C-3879,20,70792,0.66,8.9,0.63,4,10,4,0
C-3880,26,38439,0.5,8.5,0.14,19,5,1,0
C-3881,27,38257,0.32,13.6,0.04,14,4,2,0
C-3882,21,49674,0.71,1.3,0.7,5,7,3,1
C-3883,18,56248,0.89,2.0,0.12,2,7,3,0
C-3884,13,88602,0.44,7.3,0.13,17,10,3,0
C-3885,16,50371,0.86,7.6,0.19,19,3,2,0
C-3886,9,72996,0.49,1.0,0.1,2,0,1,1
C-3887,12,42297,0.46,11.6,0.63,7,5,2,0
C-3888,19,59273,0.13,7.2,0.42,18,9,4,1
C-3889,7,66256,0.73,5.2,0.27,17,0,4,1
C-3890,35,39743,0.83,4.8,0.44,14,4,3,0
C-3891,18,73752,0.7,12.1,0.84,13,4,1,0
C-3892,16,84803,0.24,3.2,0.93,15,2,4,1
C-3893,4,80117,0.19,2.7,0.49,2,4,0,0
C-3894,25,75051,0.62,3.4,0.57,14,5,0,1
C-3895,32,27076,0.46,8.9,0.26,18,4,3,0
C-3896,13,80312,0.49,11.4,0.51,7,0,3,1
C-3897,17,92483,0.97,5.0,0.75,1,6,3,0
C-3898,6,7963,0.75,2.8,0.49,16,2,4,1
C-3899,19,77322,0.47,3.3,0.3,11,6,1,0
C-3900,13,18866,0.12,8.9,0.58,18,4,3,1
C-3901,26,37305,0.13,3.8,0.95,10,2,2,1
C-3902,14,67403,0.72,12.3,0.89,17,10,3,1
C-3903,31,87896,0.85,1.9,0.77,12,5,4,1
C-3904,4,37813,0.74,0.9,0.28,13,0,1,1
C-3905,8,71729,0.47,1.7,0.24,11,5,3,0
C-3906,25,65686,0.13,11.9,0.84,14,3,0,1
C-3907,13,9512,0.97,9.3,0.18,7,3,3,1
C-3908,32,27666,0.99,13.4,0.61,1,4,3,0
C-3909,28,21630,0.59,5.0,0.44,7,8,1,0
C-3910,30,79519,0.16,3.4,0.47,4,0,2,1
C-3911,3,5636,0.59,8.1,0.45,1,2,3,1
C-3912,28,8775,0.9,7.8,0.9,9,10,3,0
C-3913,3,72957,0.71,8.5,0.09,9,3,4,1
C-3914,34,69591,0.75,5.2,0.78,3,1,1,0
C-3915,16,83561,0.18,0.6,0.84,3,8,4,1
C-3916,22,79816,0.2,1.0,0.94,7,10,3,0
C-3917,32,16351,0.21,9.5,0.45,5,6,3,0
C-3918,8,60184,0.91,7.6,0.5,14,0,0,0
C-3919,8,74180,0.57,11.6,0.96,17,8,4,0
C-3920,6,86678,0.81,4.6,0.46,7,5,1,0
C-3921,14,78309,0.2,11.5,0.5,19,1,3,1
C-3922,32,99002,0.93,6.2,0.33,6,0,0,0
C-3923,35,15778,0.84,1.8,0.03,19,5,0,1
C-3924,10,17501,0.3,13.7,0.43,16,6,2,0
C-3925,3,7108,0.89,7.4,0.66,18,9,1,0
C-3926,12,99905,0.34,9.0,0.69,1,5,0,0
C-3927,31,41382,0.28,9.6,0.01,11,6,1,0
C-3928,29,96354,0.34,5.4,0.8,18,5,3,1
C-3929,5,80787,0.92,10.6,0.49,4,7,2,0
C-3930,25,28341,0.92,12.2,0.52,11,1,1,0
C-3931,31,82214,0.4,5.7,0.96,16,8,2,0
C-3932,21,19367,0.73,9.4,0.28,4,8,1,0
C-3933,20,74868,0.71,10.7,0.76,1,10,1,0
C-3934,22,17002,0.83,3.1,0.57,3,8,4,0
C-3935,4,90820,0.37,5.0,0.7,5,6,2,0
C-3936,13,64949,0.56,2.0,0.42,8,8,1,0
C-3937,20,20700,0.7,8.6,0.28,9,0,4,0
C-3938,13,84305,0.12,11.3,0.55,10,2,4,1
C-3939,17,67543,0.44,8.7,0.37,1,1,2,0
C-3940,33,34318,0.73,2.9,0.22,8,10,3,1
C-3941,1,94859,0.33,7.9,0.84,19,0,2,0
C-3942,15,32610,0.96,11.8,0.48,16,4,1,0
C-3943,13,77499,0.13,4.6,0.85,8,0,3,1
C-3944,17,78374,0.96,11.7,0.47,7,2,2,1
C-3945,24,70226,0.3,11.1,0.56,4,5,2,0
C-3946,8,50167,0.14,0.8,1.0,4,5,2,1
C-3947,27,82779,0.36,3.7,0.95,5,2,2,0
C-3948,23,32939,0.81,7.8,0.27,15,3,3,1
C-3949,8,66365,0.78,10.2,0.87,0,6,1,1
C-3950,8,72381,0.29,12.4,0.39,8,5,4,1
C-3951,26,51710,0.28,9.2,0.07,6,10,2,1
C-3952,13,21766,0.68,5.6,0.58,10,1,4,1
C-3953,28,17780,0.51,3.0,0.98,14,8,4,0
C-3954,25,53458,0.81,10.8,0.97,4,5,4,0
C-3955,16,61221,0.12,3.3,0.13,18,1,2,1
C-3956,2,6509,0.65,9.9,0.77,5,6,2,0
C-3957,18,94493,0.76,2.9,0.8,13,10,2,0
C-3958,17,39346,0.99,1.7,0.37,19,10,2,0
C-3959,30,87799,0.71,3.9,0.66,13,9,0,0
C-3960,13,51874,0.31,4.3,0.49,10,9,1,0
C-3961,32,31148,0.2,9.2,0.23,3,3,0,1
C-3962,29,36533,0.68,2.7,0.76,9,0,3,0
C-3963,30,83467,0.57,13.1,0.26,1,9,0,0
C-3964,18,6359,0.91,8.0,0.34,3,8,0,0
C-3965,13,95068,0.75,7.1,0.19,19,10,0,0
C-3966,21,65313,0.56,6.4,0.72,9,9,1,0
C-3967,30,25344,0.46,8.1,0.46,0,7,4,0
C-3968,21,74778,0.46,0.8,0.44,13,4,3,0
C-3969,17,25601,0.3,13.9,0.6,17,2,3,1
C-3970,19,24116,0.12,8.0,0.16,11,3,1,1
C-3971,15,61985,0.62,1.0,0.9,18,2,0,1
C-3972,9,35782,0.29,8.5,0.47,11,9,4,1
C-3973,10,54819,0.29,6.4,0.37,4,7,2,1
C-3974,31,89416,0.21,0.8,0.13,3,4,1,1
C-3975,23,74035,0.27,13.0,0.17,12,10,4,1
C-3976,30,49458,0.13,0.6,0.92,17,7,1,1
C-3977,33,96556,0.71,8.3,0.46,11,0,1,0
C-3978,9,13080,0.46,13.5,0.72,15,8,2,1
C-3979,1,93743,0.61,3.7,0.08,5,10,4,0
C-3980,35,38957,0.67,3.9,0.64,6,9,0,0
C-3981,11,18908,0.98,0.5,0.92,8,2,4,1
C-3982,34,95570,0.16,1.4,0.3,9,0,4,1
C-3983,16,96324,0.48,1.1,0.58,4,2,0,0
C-3984,9,83287,0.32,11.6,0.94,3,1,2,1
C-3985,32,52482,0.53,11.8,0.72,10,6,4,0
C-3986,15,43314,0.93,10.3,0.06,18,9,0,0
C-3987,12,79921,0.75,5.3,0.38,6,3,1,0
C-3988,33,88768,0.7,11.6,0.09,12,6,1,1
C-3989,14,20831,0.5,7.8,0.86,12,2,0,0
C-3990,8,25125,0.7,4.6,0.62,17,5,1,0
C-3991,8,67451,0.13,6.4,0.96,8,6,4,1
C-3992,27,50708,0.63,1.4,0.02,12,6,0,1
C-3993,12,22682,0.6,13.3,0.42,12,4,4,0
C-3994,1,87824,0.41,8.9,0.1,4,5,3,0
C-3995,11,40794,0.28,10.4,0.35,11,2,2,0
C-3996,31,64372,0.83,9.6,0.16,0,3,2,1
C-3997,17,44477,0.15,9.5,0.33,17,10,2,0
C-3998,33,58863,0.16,0.7,0.82,16,5,0,0
C-3999,32,94941,0.5,7.6,0.16,9,2,3,1
C-4000,29,43737,0.33,11.6,0.47,8,6,2,0
C-4001,21,7620,0.77,1.1,0.92,19,2,4,1
C-4002,21,40057,0.67,13.4,1.0,7,8,2,0
C-4003,23,45138,0.8,6.2,0.25,14,3,3,1
C-4004,6,84390,0.39,4.4,0.94,12,1,4,0
C-4005,22,58024,0.77,7.7,0.26,16,5,4,1
C-4006,8,14677,0.88,11.3,0.41,8,8,0,0
C-4007,35,49111,0.41,6.9,0.88,10,9,0,0
C-4008,11,29074,0.41,9.2,0.79,3,9,1,0
C-4009,24,22824,0.91,7.2,0.86,6,1,3,0
C-4010,21,5765,0.14,9.0,0.8,19,3,4,1
C-4011,2,50439,0.42,2.4,0.24,2,4,3,0
C-4012,19,53926,0.21,1.0,0.56,9,8,2,1
C-4013,28,41860,0.13,2.3,0.39,2,6,2,1
C-4014,17,17975,0.2,4.4,0.46,0,4,1,0
C-4015,6,79877,0.49,3.9,0.15,13,5,4,1
C-4016,19,98677,0.72,8.8,0.32,12,8,4,0
C-4017,28,82870,0.36,6.7,0.86,4,3,1,1
C-4018,2,86371,0.86,1.0,0.9,7,1,2,1
C-4019,4,31548,0.49,1.0,0.61,11,4,4,0
C-4020,22,95575,0.97,1.7,0.5,5,6,3,1
C-4021,26,43736,0.96,5.3,0.71,1,3,4,1
C-4022,13,66562,0.8,0.6,0.61,3,0,2,1
C-4023,32,45409,0.94,7.2,0.98,4,7,4,0
C-4024,17,89101,0.74,5.4,0.19,10,4,4,0
C-4025,19,14834,0.91,8.0,0.45,12,9,0,0
C-4026,35,5840,0.31,10.2,0.92,7,1,4,0
C-4027,28,84409,0.41,3.9,0.91,4,2,1,0
C-4028,1,36568,0.78,2.6,0.5,5,9,1,0
C-4029,18,15846,0.48,4.3,0.13,14,9,3,1
C-4030,33,10899,0.85,0.5,0.81,15,4,4,1
C-4031,12,91038,0.89,2.1,0.59,10,10,3,0
C-4032,8,71101,0.37,10.6,0.77,6,3,2,0
C-4033,24,43773,0.84,3.5,0.46,5,8,2,0
C-4034,16,79723,0.24,13.9,0.2,11,8,0,1
C-4035,4,77762,0.4,2.8,0.02,3,7,0,0
C-4036,27,9311,0.57,11.1,0.56,13,1,4,1
C-4037,9,61888,0.3,10.0,0.16,10,4,4,0
C-4038,16,46616,0.62,4.8,0.19,11,7,3,1
C-4039,12,57134,0.62,5.0,0.44,1,7,3,0
C-4040,31,96225,0.29,8.1,0.44,10,6,4,0
C-4041,24,11083,0.82,12.0,0.27,12,3,4,1
C-4042,14,17598,0.67,5.7,0.13,10,2,0,1
C-4043,25,87476,0.39,1.3,0.94,8,7,0,0
C-4044,34,97416,0.31,5.6,0.13,15,7,0,0
C-4045,3,7580,0.89,3.3,0.35,4,9,4,0
C-4046,24,62395,0.85,13.2,0.3,11,4,3,0
C-4047,9,47321,0.31,9.9,0.87,2,2,1,1
C-4048,26,14386,0.13,1.2,0.41,15,4,1,0
C-4049,20,58171,0.82,4.5,0.12,18,3,3,1
C-4050,10,24522,0.65,1.2,0.01,16,7,3,1
C-4051,19,70532,0.19,11.7,0.72,10,1,3,1
C-4052,3,96760,0.63,12.7,0.71,18,10,0,0
C-4053,24,19635,0.51,2.0,0.42,17,7,2,1
C-4054,5,5671,0.8,6.4,0.13,8,9,4,0
C-4055,3,38545,0.29,13.1,0.37,12,5,0,0
C-4056,27,59079,0.51,2.5,0.59,5,3,1,0
C-4057,16,31855,0.24,4.4,0.7,2,10,4,1
C-4058,15,40790,0.96,4.6,0.08,11,2,3,1
C-4059,35,56012,0.8,0.9,0.56,8,9,1,1
C-4060,12,19260,0.76,1.0,0.28,8,4,3,1
C-4061,26,70139,0.72,13.4,0.62,14,5,3,0
C-4062,34,6074,0.48,8.2,0.65,0,0,3,1
C-4063,23,47676,0.93,4.6,0.91,17,0,4,1
C-4064,31,14475,0.17,5.6,0.41,14,10,1,1
C-4065,20,83414,0.82,10.2,0.54,7,9,1,0
C-4066,12,20120,0.29,5.4,0.27,10,2,3,1
C-4067,23,28147,0.39,3.6,0.29,16,1,0,0
C-4068,4,6986,0.57,1.9,0.05,13,0,2,1
C-4069,23,37430,0.8,10.3,0.29,18,10,0,0
C-4070,1,60479,0.85,2.9,0.06,4,7,4,0
C-4071,25,87966,0.63,1.4,0.96,1,0,2,1
C-4072,2,7176,0.46,6.3,0.62,14,9,0,1
C-4073,30,89258,0.95,1.0,0.17,18,7,1,1
C-4074,3,89153,0.32,13.5,0.12,15,4,0,0
C-4075,21,66918,0.82,9.0,0.37,12,3,3,1
C-4076,25,32115,0.65,2.6,0.31,6,7,4,0
C-4077,20,82442,0.44,2.8,0.28,16,7,0,0
C-4078,22,45002,0.1,8.2,0.47,18,10,0,1
C-4079,21,62124,0.5,5.3,0.91,6,7,2,0
C-4080,33,11610,0.35,11.0,0.57,11,2,3,1
C-4081,15,54752,0.19,7.9,0.52,12,7,2,1
C-4082,15,83947,0.17,6.4,0.81,12,0,4,1
C-4083,25,79716,0.41,13.5,0.0,13,3,4,1
C-4084,21,52993,0.65,5.8,0.2,14,4,3,1
C-4085,24,15073,0.85,5.9,0.5,1,5,2,0
C-4086,5,42251,0.27,9.5,0.71,5,4,3,1
C-4087,6,76437,0.48,11.4,0.49,8,4,2,0
C-4088,23,43897,0.45,9.0,0.16,14,4,1,1
C-4089,4,55906,0.56,9.9,0.93,19,8,3,0
C-4090,27,56616,0.83,5.5,0.33,15,9,4,0
C-4091,18,9482,0.6,7.0,0.79,1,9,2,0
C-4092,21,95964,0.86,3.2,0.89,2,2,1,0
C-4093,28,77936,0.57,9.7,0.35,19,1,4,1
C-4094,35,44574,0.64,3.5,0.85,7,9,2,0
C-4095,22,48284,0.49,0.5,0.71,7,1,1,0
C-4096,23,77932,0.84,13.1,0.9,6,7,4,0
C-4097,3,12338,0.93,4.6,0.25,10,4,4,0
C-4098,10,47718,0.68,3.2,0.93,12,4,1,0
C-4099,25,17500,0.84,4.1,0.07,7,5,4,1
C-4100,8,16545,0.15,5.0,0.79,8,8,2,1
C-4101,11,66480,0.92,6.9,0.44,15,6,2,0
C-4102,5,10241,0.27,1.4,0.18,4,4,4,1
C-4103,29,94314,0.33,1.2,0.08,13,4,0,1
C-4104,5,27821,0.15,4.5,0.39,0,9,1,1
C-4105,9,9695,0.97,4.5,0.39,18,8,0,1
C-4106,2,82066,0.87,2.1,0.23,16,8,2,1
C-4107,1,19318,0.92,6.0,0.22,13,1,4,1
C-4108,30,55934,0.86,4.3,0.4,12,6,3,0
C-4109,11,27331,0.53,0.9,0.41,7,9,3,0
C-4110,28,57672,0.93,12.5,0.44,2,0,0,0
C-4111,12,96891,0.97,12.5,0.87,0,3,0,1
C-4112,26,81860,0.55,3.3,0.61,18,1,0,1
C-4113,13,98685,0.26,2.7,0.02,14,9,2,1
C-4114,8,73754,0.69,7.9,0.52,7,8,2,0
C-4115,28,90677,0.98,9.0,0.76,8,5,4,0
C-4116,30,7837,0.88,13.4,0.06,12,3,2,1
C-4117,9,45077,0.88,5.6,0.42,11,2,4,0
C-4118,31,84915,0.94,8.8,0.45,8,3,4,1
C-4119,21,9239,0.9,12.4,0.95,19,1,0,0
C-4120,34,91348,0.8,6.6,0.48,10,4,3,0
C-4121,31,34669,0.75,2.2,0.75,4,8,0,0
C-4122,25,53624,0.34,5.6,0.3,18,5,2,0
C-4123,12,80147,0.66,2.3,0.78,17,1,1,1
C-4124,1,9150,0.57,0.7,0.32,10,5,2,0
C-4125,22,16109,0.88,10.6,0.43,10,8,3,0
C-4126,1,31016,0.54,3.7,0.48,5,3,2,0
C-4127,1,16936,0.21,0.5,0.93,0,0,3,1
C-4128,21,16036,0.1,12.3,0.05,8,1,1,1
C-4129,15,44236,0.71,6.5,0.2,6,4,1,0
C-4130,17,19021,0.59,3.7,0.71,5,9,4,0
C-4131,22,41943,0.4,4.0,0.58,9,6,2,0
C-4132,35,86007,0.25,3.7,0.25,4,7,4,1
C-4133,16,55016,0.52,3.1,0.29,0,2,0,0
C-4134,8,28244,0.19,11.9,0.37,14,8,0,1
C-4135,17,68027,0.4,2.8,0.45,4,1,0,0
C-4136,17,43985,0.44,8.1,0.82,19,3,0,1
C-4137,26,6502,0.52,1.5,0.01,5,3,0,1
C-4138,13,58836,0.52,13.3,0.9,4,5,2,0
C-4139,17,8770,0.33,8.6,0.41,16,9,4,0
C-4140,17,47865,0.87,12.7,0.23,17,5,4,0
C-4141,14,58811,0.42,5.9,0.51,3,2,3,1
C-4142,6,9001,0.31,11.4,0.66,1,8,0,0
C-4143,35,65848,0.26,12.0,0.04,7,10,1,0
C-4144,14,57635,0.39,10.0,0.72,4,4,3,0
C-4145,8,25946,0.16,1.8,0.76,3,1,3,1
C-4146,15,71134,0.13,0.7,0.17,13,5,2,1
C-4147,27,96103,0.64,2.8,0.17,3,2,3,1
C-4148,13,97044,0.66,2.1,0.2,7,7,1,0
C-4149,31,48744,0.58,10.3,0.8,2,2,4,0
C-4150,35,44159,0.79,8.0,0.27,13,4,3,0
C-4151,6,28671,0.14,7.6,0.8,17,3,2,1
C-4152,5,21450,0.94,3.9,0.54,11,3,0,0
C-4153,22,19908,0.19,2.6,0.77,14,1,1,1
C-4154,23,62275,0.71,3.3,0.55,19,7,0,0
C-4155,25,49358,0.22,5.9,0.34,19,2,3,1
C-4156,34,54047,0.89,10.5,0.91,8,3,4,0
C-4157,26,40518,0.56,3.9,0.72,1,5,2,1
C-4158,5,62813,0.17,9.9,0.48,0,8,1,0
C-4159,26,11806,0.66,7.1,0.64,14,3,4,1
C-4160,20,45891,0.11,12.5,0.62,14,2,1,1
C-4161,6,88551,0.8,3.6,0.36,7,4,2,0
C-4162,6,44220,0.69,6.6,0.42,2,8,2,0
C-4163,18,22158,0.29,1.8,0.32,1,0,3,1
C-4164,4,85992,0.44,5.0,1.0,3,4,1,0
C-4165,17,32588,0.11,7.3,0.58,17,10,3,1
C-4166,14,67576,0.72,10.4,0.09,11,3,1,1
C-4167,14,93027,0.39,3.2,0.52,17,4,1,0
C-4168,13,29188,0.61,3.4,0.05,9,6,0,0
C-4169,7,97615,0.96,9.0,0.29,7,6,3,0
C-4170,15,63830,0.37,5.7,0.45,17,6,1,0
C-4171,19,9019,0.99,7.0,0.53,16,0,1,0
C-4172,35,17419,0.67,11.8,0.98,18,8,2,1
C-4173,17,38697,0.32,7.2,0.98,5,6,0,0
C-4174,35,89932,0.49,9.3,0.1,13,3,2,0
C-4175,19,12973,0.77,9.4,0.54,4,3,3,0
C-4176,20,91649,0.5,11.3,0.82,7,1,3,0
C-4177,35,16136,0.16,9.1,0.24,7,5,1,0
C-4178,32,89739,0.25,1.4,0.75,17,9,4,1
C-4179,24,67502,0.81,5.1,0.88,8,2,2,0
C-4180,17,36285,0.68,13.9,0.66,13,0,3,1
C-4181,7,28039,0.61,3.2,0.33,13,4,1,0
C-4182,1,71720,0.25,8.4,0.92,19,5,1,1
C-4183,35,93263,0.85,11.9,0.88,13,10,2,0
C-4184,32,64155,0.96,8.4,0.72,16,4,1,0
C-4185,13,21911,0.14,5.5,0.36,1,4,0,1
C-4186,6,5916,0.17,1.6,0.79,13,9,4,0
C-4187,14,64052,0.9,5.4,0.32,11,10,2,0
C-4188,15,74110,0.83,3.0,0.25,15,7,2,0
C-4189,4,22790,0.66,13.5,0.52,5,9,2,0
C-4190,16,88161,0.95,10.2,1.0,17,0,1,0
C-4191,28,10206,0.68,10.6,0.8,6,7,1,0
C-4192,16,90053,0.29,6.4,0.73,1,10,2,1
C-4193,4,54950,0.76,2.0,0.45,12,6,2,1
C-4194,26,61361,0.68,4.1,0.31,7,0,0,0
C-4195,28,66451,0.99,4.0,0.86,11,8,3,0
C-4196,32,42696,0.29,7.1,0.57,0,3,0,1
C-4197,2,86641,0.64,6.7,0.81,8,6,2,0
C-4198,31,73226,0.8,6.4,0.49,7,2,1,0
C-4199,3,51728,0.41,7.2,0.75,8,7,1,0
C-4200,8,60401,0.44,13.8,0.87,4,3,2,1
C-4201,24,71226,0.9,4.5,0.39,12,1,3,1
C-4202,15,30103,0.46,8.8,0.01,13,1,4,1
C-4203,31,39263,0.66,3.7,0.25,3,7,4,0
C-4204,9,81621,0.9,6.8,0.91,16,7,0,0
C-4205,2,55044,0.29,3.2,0.69,8,0,3,1
C-4206,8,62730,0.98,8.0,0.74,19,5,4,0
C-4207,7,30825,0.73,4.1,0.33,14,8,3,1
C-4208,16,81256,0.55,1.0,0.7,19,8,1,0
C-4209,35,42271,0.49,11.5,0.65,3,1,1,0
C-4210,30,82256,0.96,2.2,0.18,1,7,3,1
C-4211,10,51732,0.29,5.5,0.97,12,7,2,1
C-4212,18,71433,0.38,6.9,0.35,3,3,4,0
C-4213,5,87630,0.38,6.3,0.33,17,3,4,1
C-4214,29,28572,0.36,10.3,0.37,15,4,1,1
C-4215,34,43546,0.52,8.6,0.09,9,10,0,0
C-4216,23,20150,0.99,4.5,0.62,1,9,4,0
C-4217,5,59165,0.9,1.2,0.24,13,6,1,1
C-4218,30,68690,0.4,10.9,0.8,1,0,1,1
C-4219,6,58664,0.48,5.3,0.39,17,10,3,0
C-4220,4,87335,0.7,12.5,0.46,0,8,3,0
C-4221,29,80199,0.12,5.8,0.65,12,2,3,1
C-4222,23,41948,0.84,10.2,0.76,5,10,0,0
C-4223,6,42030,0.89,13.2,0.23,16,3,4,1
C-4224,32,32007,0.87,9.3,0.97,16,6,0,0
C-4225,18,96207,0.44,6.1,0.62,10,4,0,0
C-4226,15,95921,0.52,8.2,0.01,5,4,3,0
C-4227,32,81772,0.11,7.8,0.42,19,0,1,0
C-4228,9,27024,0.46,8.4,0.44,2,1,2,0
C-4229,10,44384,0.51,2.5,0.81,13,4,1,0
C-4230,20,87912,0.92,9.9,0.31,5,1,1,1
C-4231,6,23157,0.9,2.5,0.33,16,0,1,0
C-4232,3,90481,0.97,0.7,0.07,2,9,1,1
C-4233,11,93553,0.9,8.9,0.28,16,2,0,1
C-4234,17,6756,0.11,2.1,0.72,18,10,3,0
C-4235,32,73112,0.68,10.9,0.63,17,0,3,1
C-4236,4,96003,0.16,12.2,0.08,4,9,1,1
